name,brand,review_title,review_description,recommended_review,verifed_purchaser,helpful_count,not_helpful_count,reviewed_at,rating,average_rating,reviews_count
Okami HD - PlayStation 4,Capcom,Amazing,"This game is essentially a Classical Japanese painting come to life, the art is amazing and the combat and exploration are great, while the brushwork takes some getting used to, after the first hour or so, it becomes second nature",yes: I recommend this product,Verified Purchaser,0,0,3 years ago,5.0,4.6512,129
Okami HD - PlayStation 4,Capcom,Beautiful awesone game,I bought this game a a few dqys ago and it is just absolutely beautiful and fun totally worth the time it takes to beat,yes: I recommend this product,Verified Purchaser,0,0,3 years ago,5.0,4.6512,129
Okami HD - PlayStation 4,Capcom,This game is art!....... Literally,"I have owned this game for Playstation 2, and loved it so much oh, I needed to get the HD remastered version of it. The storyline is easy to follow yet still deep, the hack-and-slash gameplay is fun, and the game length is just perfect. I'd highly recommend this",yes: I recommend this product,Verified Purchaser,0,0,3 years ago,5.0,4.6512,129
Okami HD - PlayStation 4,Capcom,Beautiful Game and Fun to Play,"I wanted to play Okami from the time it was released but it wasn't available for Playstation. Now that it is I am playing almost every day and enjoying the heck out of it. The only complaint I have is the camera is a bit tricky to work with, but I'm not an avid game player so maybe for someone who plays more often it's not as big a deal. Still deserves five stars!",yes: I recommend this product,Verified Purchaser,0,0,3 years ago,5.0,4.6512,129
Okami HD - PlayStation 4,Capcom,Awesome game !,Owned it when it first came out originally and now have the PS4 version... Game Never gets old...,yes: I recommend this product,Verified Purchaser,0,0,3 years ago,5.0,4.6512,129
Okami HD - PlayStation 4,Capcom,What you get when you feel like a rusty gamer,"Its been so long since i played a console game that i forgot how fun it is, thats when i decided to pick up this game on my day off and just have fun. It's a really fun game and i like the idea of using Japanese legends for a story. Tho to get what  you need for a quest you sometimes have to skip it and continue before backtracking and finishing. Also omg you can feed your fellow animals and they have a cute little cutscene (>^w^)>♡",yes: I recommend this product,Verified Purchaser,0,0,3 years ago,4.0,4.6512,129
Okami HD - PlayStation 4,Capcom,Okami,Good game. It has a very strong sense of art and Japanese folk culture.,yes: I recommend this product,Verified Purchaser,0,0,3 years ago,5.0,4.6512,129
Okami HD - PlayStation 4,Capcom,The much beloved wii game revived!,I was so excited to find this copy of Okami. It was such a joy to play on the Wii. I'm glad I can play it on the newer consoles.,yes: I recommend this product,Verified Purchaser,0,0,3 years ago,5.0,4.6512,129
Okami HD - PlayStation 4,Capcom,The graphic is an upgrade from the psp and ps3.,It was fun replaying it over again thats why I bought it.,yes: I recommend this product,Verified Purchaser,0,0,3 years ago,5.0,4.6512,129
Okami HD - PlayStation 4,Capcom,Okami,"Enjoyable game and graphics, looks beautiful as always on the PS4",yes: I recommend this product,Verified Purchaser,0,0,3 years ago,5.0,4.6512,129
Okami HD - PlayStation 4,Capcom,A classic,"This is a title that was originally released during the last year of the ps2 and honestly one of that console's best. It features a beautiful artstyle, innovative interface, and great story steeped deep in Japanese lore with an overall theme of restoring the beauty of nature with some humor thrown in from time to time as well, with an epic Zelda like gameplay. Unfortunately this would be the swan song for Clover studios (famous for Viewtiful Joe) but they certainly went out on a high note. Some minor graphical glitches mar this version but otherwise a truly great title and one of my all-time favorites from it's era.",No: I don’t recommend this product,Verified Purchaser,0,0,3 years ago,4.0,4.6512,129
Okami HD - PlayStation 4,Capcom,"Just beautiful, gorgeous.","I played this way back on the ps3? Or 2?
So long ago.
Loved it.
Wanted to replay on my ps4.",yes: I recommend this product,Verified Purchaser,0,0,3 years ago,5.0,4.6512,129
Okami HD - PlayStation 4,Capcom,Beautiful,I’ve been playing for a bit and the only thing I noticed was the camera takes a bit of getting used to. Once you get used to it the game handles pretty well.,yes: I recommend this product,Verified Purchaser,0,0,3 years ago,4.0,4.6512,129
Okami HD - PlayStation 4,Capcom,Love it,I am pleased with the work they did remastering one of my favorite playstaton 2 games. Now i have both and im happy.,yes: I recommend this product,Verified Purchaser,0,0,3 years ago,4.0,4.6512,129
Okami HD - PlayStation 4,Capcom,Nice Old School Styled game,"It's a fun and adventurous game that has an old school feel to it. It's different in that paint brushes work right in front of you. It's worthwhile for any collection. The few negatives are slow frame rate, and unadjustable difficulty level. But it's fun and worth checking out.",yes: I recommend this product,Verified Purchaser,0,0,3 years ago,4.0,4.6512,129
Okami HD - PlayStation 4,Capcom,Amazing gameplay,"The gameplay is simply amazing, I bought it at random and it was definitely worth it",yes: I recommend this product,Verified Purchaser,0,0,3 years ago,5.0,4.6512,129
Okami HD - PlayStation 4,Capcom,Legendary Game Returns on PS4,"Okami was met with critical acclaim on its release for PS2, and lauded as one of the most beautiful games on that system. The years have not diminished the impressive cel-shaded artwork, modeled after ancient Japan. Okami does not skimp on gameplay either, with Legend of Zelda like dungeons, towns, and combat. Okami is still a delight to play, and anyone with a PS4 and a love for gaming should consider this title.",yes: I recommend this product,Verified Purchaser,0,0,3 years ago,5.0,4.6512,129
Okami HD - PlayStation 4,Capcom,Awesome game,This is a very beautiful hd remake port of the original ps2 game I highly recommend it and it’s affordable I bought it for my girlfriends sister for helping me a lot,yes: I recommend this product,Verified Purchaser,0,0,3 years ago,5.0,4.6512,129
Okami HD - PlayStation 4,Capcom,Can finally play without digging out the ps2,"Great game and nice that they rereleased it for newer consoles.  Love the art style and the game play still holds up well since the first release.  Not sure how it would compare to the wii version with wiimote support, but if you enjoyed it on ps2 you'll enjoy it here.  Didn't really make much use of the touchpad support for celestial brush techniques, but that could be something some players may enjoy more than the usual analog stick.",yes: I recommend this product,Verified Purchaser,0,0,3 years ago,5.0,4.6512,129
Okami HD - PlayStation 4,Capcom,Quality lover stands for Clover studio,"This game is published by Capcom and produced by Clover Studio (now defunct), but a great hidden gem.  Please buy this game is you like the ""Legend of Zelda"" games.  Yes, there are a lot of tricky parts in the game including fishing.  The game's intro is about one half hour long so it may bore some instant satisfaction players, but please enjoy this artful game.",yes: I recommend this product,Verified Purchaser,0,0,3 years ago,5.0,4.6512,129
Okami HD - PlayStation 4,Capcom,Beautiful art style,For a game that came out originally on the days of the PS3 it holds up well as a game the controls are not the worst and the story is done well my only issue was the voice acting made it hard for me to focus on the story at times,yes: I recommend this product,Verified Purchaser,0,1,3 years ago,3.0,4.6512,129
Okami HD - PlayStation 4,Capcom,Awesome Game,I bought it for ps3 but I still wanted to leave a review. Great game with an awesome storyline.,yes: I recommend this product,,2,0,3 years ago,5.0,4.6512,129
Okami HD - PlayStation 4,Capcom,Nice quality,"This game was a gift for someone else, but they were so pleased to receive it. They loved the original and had asked specifically for this item.",yes: I recommend this product,Verified Purchaser,0,0,4 years ago,4.0,4.6512,129
Okami HD - PlayStation 4,Capcom,An amazing beautiful classic,I bought this game as a gift for a family member  and she loves it. We used to play okami on Playstation 2 so we were ecstatic  to discover the title was available for PS4 as well.  The game it's displays beautiful art with vibrant colors and the many different techniques available as well as a vast world to explore make this game exemplary.,yes: I recommend this product,Verified Purchaser,3,0,4 years ago,5.0,4.6512,129
Okami HD - PlayStation 4,Capcom,"Always such a great game, every play through.","I got this for Christmas this year, looking forward to the (MUCH NEEDED) sequel whenever they get around to make it, replay is very high to newcomers of this classic play station title. I remember the first time I bought it, I was still in school and the gameplay and story was so addicting that I may have stayed up in the late hours despite school in the morning, I bought this on chance then and I have never regretted the purchase.",yes: I recommend this product,,8,0,4 years ago,5.0,4.6512,129
Jada Toys Hollywood Rides Sesame Street 1962 Volkswagen Bus 1:24 Scale Die-Cast Car with Talking Cookie Monster Figure,Jada Toys,Two classics combined,Just as advertised . Colorful and fun item for Cookie Monster fans. Also collectable,yes: I recommend this product,Verified Purchaser,0,0,10 days ago,5.0,5.0,2
Batman: Arkham Asylum and Batman: Arkham City Dual Pack - Xbox 360,Warner Bros. Interactive Entertainment,Good game overall,The graphics are pretty good...game is a little hard...but the batman costume is really lt...and the skills are good.,yes: I recommend this product,Verified Purchaser,0,1,2 years ago,5.0,4.5714,14
Batman: Arkham Asylum and Batman: Arkham City Dual Pack - Xbox 360,Warner Bros. Interactive Entertainment,I love both the games now I have the first three,I bought this last week because I had the third one and needed the first two. I was not disappointed when I bought them however I have the policy about the scratches and the first one Arkham asylum is scratched and at a certain point it stops working so yea. But nonetheless still great games!!,yes: I recommend this product,Verified Purchaser,4,1,3 years ago,5.0,4.5714,14
Batman: Arkham Asylum and Batman: Arkham City Dual Pack - Xbox 360,Warner Bros. Interactive Entertainment,Amazing gameplay,I bought this bundle not knowing that it came with all of he dlc and to my surprise it came with it! They arr two of the best games of the last generation and they both won game of the year in their years respectivly.,yes: I recommend this product,,13,1,4 years ago,5.0,4.5714,14
Thief - Xbox One,Square Enix,Epic,From what I've played it's a epic game I can't wait to play more,yes: I recommend this product,Verified Purchaser,0,0,3 months ago,5.0,3.52,125
Thief - Xbox One,Square Enix,Theif - Review,"I've actually played this game before but it's been so long I'd kind of forgotten about that. But nonetheless it's always fun to go back and play again! The story is great, action packed, what couldn't you like about the game except where's the follow up?!",yes: I recommend this product,Verified Purchaser,0,0,5 months ago,5.0,3.52,125
Thief - Xbox One,Square Enix,Best game I've gotten in a long time,"I freaking love Theif. When I played the demo it was really good. Now since I've got the game, it's even better. The gameplay is awsome, the graphics on it are amazing, because I love Unreak Engine, and the feeling of sneaking around and being surprised is fun.",yes: I recommend this product,Verified Purchaser,0,0,1 year ago,5.0,3.52,125
Thief - Xbox One,Square Enix,Absolutely amazing!!!,I love this game! The graphics are great. The challenges are awesome. I can’t get enough of this game,yes: I recommend this product,Verified Purchaser,0,0,1 year ago,5.0,3.52,125
Thief - Xbox One,Square Enix,"More crazy games , lol","For my son,  i dont get it, but he likes the adventure",yes: I recommend this product,Verified Purchaser,0,1,2 years ago,4.0,3.52,125
Thief - Xbox One,Square Enix,Thief,Love it,yes: I recommend this product,Verified Purchaser,0,1,2 years ago,5.0,3.52,125
Thief - Xbox One,Square Enix,Pretty good game,"For my taste this game could’ve been better, but it’s still ok",yes: I recommend this product,Verified Purchaser,0,1,2 years ago,4.0,3.52,125
Thief - Xbox One,Square Enix,Thief,"Just started the game, but so far it seems pretty cool. I like stealthy games and so far it’s exactly what I like.",yes: I recommend this product,Verified Purchaser,0,1,2 years ago,4.0,3.52,125
Thief - Xbox One,Square Enix,Very goid game,"Good game play, good graphics since this game is 4 yrs old still holds up in my opinion",yes: I recommend this product,Verified Purchaser,0,1,2 years ago,4.0,3.52,125
Thief - Xbox One,Square Enix,First person only,"I really enjoy this game but it took some time to get used to being in first person, there’s no way to switch it with this game.",yes: I recommend this product,Verified Purchaser,0,1,2 years ago,4.0,3.52,125
Luigi's Mansion 3 Plus Multiplayer Pack Bundle,Nintendo,nice chane,i love mario games and excited that luigi got is own game.,yes: I recommend this product,Verified Purchaser,1,0,8 months ago,5.0,5.0,5
Luigi's Mansion 3 Plus Multiplayer Pack Bundle,Nintendo,Challenging Yet Fun,"It’s a challenging game. However, it’s still extremely fun to play.",yes: I recommend this product,Verified Purchaser,2,0,9 months ago,5.0,5.0,5
Luigi's Mansion 3 Plus Multiplayer Pack Bundle,Nintendo,Love it!,"I absolutely love the Luigi's Mansion games, and the 3rd edition is no exception!",yes: I recommend this product,Verified Purchaser,4,0,1 year ago,5.0,5.0,5
Thief - Xbox One,Square Enix,Good game,"Fun intense game. Easy too follow. Also, Challenging.",No: I don’t recommend this product,Verified Purchaser,1,0,2 years ago,5.0,3.52,125
Thief - Xbox One,Square Enix,Layout of the entire mapping,The entire story campaign is good and a bit easy with different solutions on where someone should take a specific path. It’s quite interesting on how a specific character takes a path and the actions creating that scenario,yes: I recommend this product,Verified Purchaser,0,0,2 years ago,4.0,3.52,125
Thief - Xbox One,Square Enix,Good game,It’s a fun game to play. I definitely enjoy playing it.,yes: I recommend this product,Verified Purchaser,0,0,2 years ago,5.0,3.52,125
Thief - Xbox One,Square Enix,Great features,Storyline and side tasks are cool. Lots of collectible items to gather melee attacks/ takedowns kinda slow.,yes: I recommend this product,Verified Purchaser,0,0,3 years ago,4.0,3.52,125
Thief - Xbox One,Square Enix,Must play,Once i learned the movements this is fun to immerse oneself in.,yes: I recommend this product,Verified Purchaser,0,0,3 years ago,4.0,3.52,125
Thief - Xbox One,Square Enix,Just don’t...,"The idea seemed like such a great one but this title is absolute trash. Repetitive game play with slightly better than linear game maps; take everything great from Dishonored and just throw it in the garbage, what you're left with is this game. Promptly returned it, kudos to GS!",No: I don’t recommend this product,,1,0,3 years ago,1.0,3.52,125
Thief - Xbox One,Square Enix,Seems alright.,"I bought this game about a month  ago and I have played very little of it, but the little bit of it that I have played was very enjoyable.",No: I don’t recommend this product,Verified Purchaser,0,1,3 years ago,3.0,3.52,125
Thief - Xbox One,Square Enix,Thief,"I bought this product because I needed a new game to play, was hoping it was going to be good. This game was boring, drawn out, the game play was slow and sluggish. The graphics or ok at best, do not buy this game, the makers of this game should have to pay to have gamers play it.",No: I don’t recommend this product,Verified Purchaser,0,0,3 years ago,1.0,3.52,125
Thief - Xbox One,Square Enix,,I bought this game a few months ago and it was alright there were some things i didn't expect there to be like a lot of nudity sooo yeah,No: I don’t recommend this product,,0,0,4 years ago,3.0,3.52,125
Thief - Xbox One,Square Enix,It's not as bad as everyone thinks,"I bought the right when it came out, I've probably put a good maybe 10 hours into it. As  said in the title the game it's as bad as everyone thinks, it mainly depends who you are and what type of gamer you are. If you are some who enjoys playing stealthy type games then this game is great for you, if you are some who doesn't enjoy that type of stuff then this game will be total trash to you. I for one who enjoys stealth type games/characters and I loved playing this. The graphics aren't that bad, the story is kinda short and kinda confusing (would recommend paying real close attention) the game play is good. The only thing I hate about this game is the ending, now I'm not going to spoil anything because I don't want someone to read this when they were planning to buy the game.",yes: I recommend this product,,5,0,4 years ago,4.0,3.52,125
Big Rumble Boxing: Creed Champions  - Xbox One,Deep Silver,Short lived fun,"The game is fun, but would be better with online VS mode. This game is not Fight Night and if that is what your looking for this game is not for you. The game is fun for a little trash talk between friends. I've unlocked almost every character so I'll be trading it end soon.",yes: I recommend this product,Verified Purchaser,8,0,3 months ago,4.0,3.75,32
Thief - Xbox One,Square Enix,awful game,don't buy this game it is so boring bad graphics and really bad inventions of the game all of my friends hate this game. one of the worse games of my entire life.,No: I don’t recommend this product,,0,9,6 years ago,2.0,3.52,125
Thief - Xbox One,Square Enix,"For hardcore strath gamers, not an invincible hero","Thief is a game for hardcore stealth gamers; you can not pick this game up and run around fighting everyone head on, you have to stay in the shadows and be patient. In thief you can't be that invincinble hero like most other games who take down whole armies. If you try you will most likely fail many times. This is a game you have to dedicate time to, to learn how to play and to learn to learn the maps. This is not for the average gamer.",yes: I recommend this product,,4,0,6 years ago,4.0,3.52,125
Thief - Xbox One,Square Enix,Challenging but fun.,"When I first got this game I thought it was going to be easy, I was wrong. This game really makes you think. The graphics are awesome the game itself is very fun as you progress through challenging levels. The sound is great but I cant stand the sound of garret when you attack, but you have the option to turn off garrets voice, ""I wonder why"". Its a very fun game but you need to get good at it. So overall its a great game and I recommend it to most gamers.",yes: I recommend this product,,1,0,6 years ago,4.0,3.52,125
Thief - Xbox One,Square Enix,Breath taking,"Thief for new gen is amazing, the graphics are breath taking. London is beautiful. Game play is great you feel like a thief .",yes: I recommend this product,,2,2,7 years ago,5.0,3.52,125
Thief - Xbox One,Square Enix,Terrible,Most dull game I've ever played. Does nothing to get you interested in the story or game play. Returned it within the first few hours. DO NOT BUY THIS GAME.,No: I don’t recommend this product,,0,2,7 years ago,2.0,3.52,125
Thief - Xbox One,Square Enix,Very good game,Fun to play through twice or maybe three times but overall I think it is a really good game. I really enjoyed the storyline as well as the gameplay and all the different ways you can complete missions.,yes: I recommend this product,,1,0,7 years ago,4.0,3.52,125
Thief - Xbox One,Square Enix,Thief,"I didn't have extremely high hopes for this game, but it still disappointed me in some ways. I thought this game was going to be more of an open world in which I could steal almost anything, but this was not the case. A lot of the items that you are able to steal are similar, so it gets repetitive and I lost interest in it over time. The storyline is forgettable as well as the side characters. It all feels pretty generic. The control scheme is a bit tricky, too, and it took a little while to get used to it. The game includes things like lock picking, wirecutting, and things of that nature, but it just doesn't have the lasting appeal. After having finished the game, there were side missions that I could complete for some extra coin (provided by Garrett's friend Basso), but I wasn't interested in doing the tedious jobs. This game has potential but it turns out to be pretty boring and bland in the end. Save your money; don't buy this game new or used.",No: I don’t recommend this product,,1,1,7 years ago,3.0,3.52,125
Thief - Xbox One,Square Enix,Really good game!,"This is my first thief game i have played and i had fun playing it. Really the only problem i have with it is that the map is kind of hard to understand, it's hard to get around for me. I got this game on the day it came out and i still play it today it has replay value.",yes: I recommend this product,,0,0,7 years ago,4.0,3.52,125
Thief - Xbox One,Square Enix,Ugh......Total Disappointment,"I saw the trailer for this and it totally hyped me up. I played the PC game back in the day and loved it. This however was a flat out disappointment to me. The graphics are last gen and not new gen. The controls were horrible and the game-play was sub par. The world was boring, flat, and hard to navigate. Missions were not special either. I understand it is called Thief and you're suppose to lurk in the shadows, but could it have been any darker? Couldn't see obstacles, doorways, pathways, or pretty much anything. The combat was clunky and lack luster as well. I played through the first few levels and then shut it off and traded it out for Watch Dogs. At least I got my moneys worth from that game!

Pass this one up.......",No: I don’t recommend this product,,0,0,7 years ago,2.0,3.52,125
Thief - Xbox One,Square Enix,Gets old after the first 15 minutes.,"I thought it would be a lot better but its not that fun. You cant roam around a city, you have limits. All you can do is play missions and steal stuff. its the same stuff over and over.",No: I don’t recommend this product,,0,0,7 years ago,2.0,3.52,125
Thief - Xbox One,Square Enix,BAD,"Story was horrible gameplay wasn't nearly as good as Dishonored, graphics were sub-standard, and sound eh. Nothing good in this game.",No: I don’t recommend this product,,0,0,7 years ago,2.0,3.52,125
Thief - Xbox One,Square Enix,Thief done poorly.,"Thief... I was hyped but not the... CRAZY hyped. but my expectations were flawed. The combat is dreadful, I mean, you only get like a black jack right? The bow is fun use, the city is absolutely Trash! I could never evolve with it! The side missions are outstandingly poor. I mean maybe a few caught my eye for a few moments. Other wise, the story is a little bland, after you caught the eye of jewelry, The graphics are what got to me, I actuall could sit and look, and thievery was another fun participation in the game, otherwise.. I don't have much good to say about this game, I liked certain moments, and IF YOU""RE a die core thief fan get this.",yes: I recommend this product,,0,0,7 years ago,2.0,3.52,125
Thief - Xbox One,Square Enix,Stay Away. Stay far Away,"I think due to the lack of game release on the XBOX One, most people like myself were so anxious for a new game to play, we rushed rite out and bought Thief. What a huge mistake. Poor graphics, Poor maps, Poor gameplay, really frustrating. I felt like I was again playing a game from the early 90's. and a horrible one at that. The name of the game is the best part of this game, because it speaks the truth. This game is a Thief, stealing your money from your pocket!",No: I don’t recommend this product,,1,4,7 years ago,1.0,3.52,125
Thief - Xbox One,Square Enix,Don't waste your money,"First I would like to say that I am a fan of different styles/genres of games and I have been playing games since the late 70's. So games have been part of my entire life. I don't want people to think I am just bashing a game as a first time game-player. The previews of this game looked amazing but once you play it all you do is sneak in shadows and loot cabinets. Literally thats all you do. You will also get an uncontrolable avatar that jumps from sneak point to sneak point. It is very annoying especially when you are trying to go undetected. It is also not a free roaming game as most of us define free roaming. I could deal with the no free roaming, bad sound track, and poor story if you did a bit more than just loot people houses. This game is perfect for you if you want to be told where to go and like to just loot items from cabinets for the life of the gameplay.",No: I don’t recommend this product,,0,0,7 years ago,1.0,3.52,125
Thief - Xbox One,Square Enix,It Was Ok...,"I was expecting more but I got bored very fast. I didn't like how short the focus feature lasted which left me spending hours looking for secret buttons and things to interact with so I could either find my way out of a place or continue the game. It would probably be good for kids that have a lot of time to spend on mundane things. I realize the game is about stealth but my character ""Edward"" can't defend himself or punch his way out of a paper bag- it's pathetic. It would also be nice if the field of vision was better especially when on ledges or close quarters but he usually can't look all the way up or down which is silly. I never finished the game because I found it pointless and sold it because I have no desire to go back and try it again.",No: I don’t recommend this product,,0,0,7 years ago,2.0,3.52,125
Thief - Xbox One,Square Enix,Poor controls kills this game,"The controls are glitchy at best. Try sneaking up on someone when the control glitches and jerks you into them. Oh look, you could climb that wall, right? Nope. unless there is a dangling fence on the wall, you can't climb it. Coming from other parkour type movement games, this one fails horribly. It was so bad, I returned it the next day.",No: I don’t recommend this product,,0,0,7 years ago,2.0,3.52,125
Thief - Xbox One,Square Enix,excellent game,"Thief is one of my most favorite games out. The game play,graphics,sound is excellent you have to be very alert in the game watch out for people you will like it.",yes: I recommend this product,,1,0,7 years ago,5.0,3.52,125
Thief - Xbox One,Square Enix,Rather disappointing.,"As a fan of the earlier Thief games I was very happy that someone has decided to continue on with the IP, but all in all I was less than impressed. It's like they took the antiquated gameplay from over a decade ago, and just updated the graphics. The mechanics and overall feel of the game are as if the developers had never even heard of games like Assassin's Creed, Splinter Cell, Hitman, or Dishonored. The world isn't very open, paths to take are quite linear, and loading screens before each new area completely destroy any effort they made to be immersive. I found the audio to be frequently quite aggravating, as guards tend to mindlessly repeat the same handful of phrases, and the volume doesn't seem to vary well with distance - so even if a guard is on the other side of the room, he's just as loud as if he were standing right next to you. Shadows are not always well defined, and object interaction is limited and repetitive. So you get no real sense of depth. I really think they could have done so much better with this game, but it's still worth a play through, if only for nostalgia's sake.",No: I don’t recommend this product,,0,0,7 years ago,2.0,3.52,125
Thief - Xbox One,Square Enix,A game where you chose how you wanna play,The reason i think this game is great is because of how you can basically chose your own rules of engagement. If its killing all the enemies or moving though the level with out anyone knowing. also this game has a nice feel of a jump and scare game.,yes: I recommend this product,,0,0,7 years ago,4.0,3.52,125
Thief - Xbox One,Square Enix,Wait 'til the price drops !!,"This game is ok, I play it when I'm bored of other games, it is not that great, it should be $30 Max brand new. If you like stealth and searching for the same things over again you'll love it !! I'm gonna finish it as fast as I can so I can sell it on Ebay !! Dishonored Makes this game look and feel silly !!!!",No: I don’t recommend this product,,0,0,7 years ago,4.0,3.52,125
The Simpsons Game - PlayStation 3,Electronic Arts,Wouldn’t work.,"I’d like to be able to review the game, but GameStop sold me an unreadable disc. Unlike various other games that I got that would just freeze after getting to certain points where data was unreadable (Also very annoying), this game wouldn’t even recognize as a game just Disc unreadable. Very disappointed.",No: I don’t recommend this product,Verified Purchaser,0,3,1 year ago,1.0,4.0385,26
The Simpsons Game - PlayStation 3,Electronic Arts,only recommended for Simpsons Fans,this game might be worth getting if your a simpsons fan. the graphics are pretty good and look like the tv series. however it is not a game i would recommend unless your a Simpsons Fan.. the dameplay is not the best. there are much better games out there based on gameplay. but Simpsons Fans should enjoy it,yes: I recommend this product,Verified Purchaser,1,0,2 years ago,3.0,4.0385,26
The Simpsons Game - PlayStation 3,Electronic Arts,Simpsons,I bought this as a gift for my sister so not sure what she thinks but she wanted it because we used to have it and it got lost or something.,yes: I recommend this product,Verified Purchaser,3,0,3 years ago,5.0,4.0385,26
The Simpsons Game - PlayStation 3,Electronic Arts,NO SOUND,Bought the game and it works just fine but there is NO SOUND.,yes: I recommend this product,,0,2,3 years ago,1.0,4.0385,26
The Simpsons Game - PlayStation 3,Electronic Arts,NOT ENOUGH SPRINGFIELD,"The Gameplay for the Simpsons Game was Average, it took place in Springfield and the Cyber World. In my opinion there was not enough Springfield, you were mostly in a cyber world the whole game. There was a good chunk of the game that happened in different video game worlds that just made the story poor. Other then that the game was awesome, it was fun and if your a huge Simpsons Fan (Like Me) you would enjoy it a lot. Also the game never gets old weather you play it now or in 10 years. IT WILL NEVER GET OLD. It is a average game but not enough Springfield.",yes: I recommend this product,,9,1,7 years ago,4.0,4.0385,26
The Simpsons Game - PlayStation 3,Electronic Arts,Alright,This game is alright. I am a new fan of the show. I tried the game and it was pretty hard. The controls were very awkward in my mind. This is not the best game.,yes: I recommend this product,,2,2,7 years ago,4.0,4.0385,26
The Simpsons Game - PlayStation 3,Electronic Arts,Great Game,This game is awesome it is so fun and crazy which games are not like any more. there is so many people that want games like assassin creed and fps and I'm sick of it I love how silly this game is yet creative and its fun also it has split screen co op which is the best when friends are over or if you have siblings It is short but it is repetitive great buy,yes: I recommend this product,,3,0,8 years ago,5.0,4.0385,26
The Simpsons Game - PlayStation 3,Electronic Arts,good but not the best,good but not the best there are others games this can be a kids game but its fun to play .....................,yes: I recommend this product,,4,1,8 years ago,4.0,4.0385,26
The Simpsons Game - PlayStation 3,Electronic Arts,its good but not great,i like the game had co op and i like some of the features you had but it can get complicated if you do not look up what you are suppose to do i like that the game had the perfect visuals it was almost like you are one of the simpson's i dont like that the game can be more like a puzzle then i am used to all in all it was not a bad little game,yes: I recommend this product,,5,1,10 years ago,4.0,4.0385,26
The Simpsons Game - PlayStation 3,Electronic Arts,Fun but short,Its really cool but short. its the kind of game you rent but still cool.,yes: I recommend this product,,7,1,10 years ago,4.0,4.0385,26
Thief - Xbox One,Square Enix,"Just like Dishonored, but without magic powers.","I was looking forward to playing this on the XBOX one while waiting for Titanfall to be released. The game is nothing special; I mean it's not terrible but it's not great. I would recommend that you play Dishonored because Thief is pretty much the same thing, just a lamer, more confusing version.",No: I don’t recommend this product,,0,0,7 years ago,2.0,3.52,125
Thief - Xbox One,Square Enix,Worst game I've ever played,"There are so many glitches in this game, it's insane. AI glitch on walls, while listening to a dialogue you will often hear dialogue from a previous room you've already listened to playing over the new dialogue. Controls are terrible, combat is clunky, areas that look open and accessible are often not. Complete waste of time and money",No: I don’t recommend this product,,0,0,7 years ago,1.0,3.52,125
Thief - Xbox One,Square Enix,Amazing Game if not expecting next-gen graphics,"i've been playing Theif for the last week now and i've been very well pleased with the game, the game play is good, the unique ways you can find different loot is great the only thing i was really hoping for was next-gen level graphics but unfortunately that wasn't the case, but all in all a great game to play.",yes: I recommend this product,,0,0,7 years ago,4.0,3.52,125
Thief - Xbox One,Square Enix,Boring ..,"This game is very boring. The story is not bad, but spending your time to beat this game is painful.",No: I don’t recommend this product,,0,0,7 years ago,3.0,3.52,125
Thief - Xbox One,Square Enix,Looks Amazing but is Not Very Fun,"This game's trailer really got me excited to play it, but once I actually got the game I found out it is not anywhere as fun as it seemed it was going to be. The game has really nice graphics, but the game play mechanics are very poor. Anytime you actually get into to combat it is horrible because you can barely control how your person fights. The story is very boring with horrible voice acting. This game also feels a lot like a poor version of Assassin's Creed and Dishonored. I give this game a 4 because it looks nice but it's gets boring VERY quickly.",No: I don’t recommend this product,,0,0,7 years ago,2.0,3.52,125
Thief - Xbox One,Square Enix,Great game!! Just try it out,"First off the ones giving bad reviews don't like stealth games. For me I was one of those gamers only liked run and gun games until I played thief! The story kept my attention, the graphics were good (not ps4 good) but still pretty good. The game has intense moments you don't want to get caught. It has a very scary mission be ready for jump scares and try playing it late at night lol. Anyway stop reading reviews watch some YouTube videos and then go buy this game!",yes: I recommend this product,,0,0,7 years ago,4.0,3.52,125
Thief - Xbox One,Square Enix,Amazing!,"This is one of the best stealth games I have ever played graphics are great and controls are smooth and easy to pick up, get this game if you love stealth play.",yes: I recommend this product,,1,0,7 years ago,5.0,3.52,125
Thief - Xbox One,Square Enix,Only for those who like to sneak.,"Although the story is confusing I have to say that this is one good game, If you like to do a lot of sneaking then you may like this game. The controls I didn't like at first but got used to it, the controls feel like a FP version of Assassins Creed, (only the controls). This game is built around sneaking not combat so it's not a game where you can take all enemies head on, it takes skill and thinking to play it and is one of my favorite titles. Pros: Side Missions, Sneak and Steal element, Easy to learn controls. Cons: Confusing story, Extremely difficult on hard, an almost impossible achievement and controls as it felt weird not having a jump button but easy to get into.",yes: I recommend this product,,0,0,7 years ago,4.0,3.52,125
Thief - Xbox One,Square Enix,Old Thief Fun,"I'm an old time fan of the original and this game brings back all those great memories of thief from the past. Thief is a stealth game and all the reviews pointing out flaws don't seem to realize this isn't a FPS. Love stealth, you'll love Thief!",yes: I recommend this product,,0,0,7 years ago,4.0,3.52,125
Thief - Xbox One,Square Enix,Don't Waste Your Money,Poor Graphics for xbox one. Boring gameplay. i recommend do not buy this game save money instead because plenty of good games are coming .,No: I don’t recommend this product,,0,3,7 years ago,2.0,3.52,125
